Date,Open,High,Low,Close,Adj Close,Volume
2005-01-01,20.950001,21.000000,20.275000,20.745001,10.552325,236828200
2005-02-01,20.750000,22.075001,20.565001,21.400000,10.885496,240506400
2005-03-01,21.400000,21.924999,20.455000,20.834999,10.598103,269174000
2005-04-01,20.915001,21.750000,20.370001,21.719999,11.193820,277122600
2005-05-01,21.745001,22.629999,21.620001,22.315001,11.500459,204585200
2005-06-01,22.270000,22.465000,20.834999,20.875000,10.758329,221360800
2005-07-01,20.980000,22.305000,20.695000,21.879999,11.421812,241584800
2005-08-01,21.995001,22.375000,21.555000,22.000000,11.484452,237502600
2005-09-01,21.905001,22.355000,20.924999,21.594999,11.273030,282412800
2005-10-01,21.605000,21.799999,20.639999,21.389999,11.309140,270077400
2005-11-01,21.309999,21.639999,20.934999,21.344999,11.285349,234491000
2005-12-01,21.350000,21.514999,20.155001,20.155001,10.797523,272298200
2006-01-01,20.395000,20.995001,19.680000,20.690001,11.084138,283895000
2006-02-01,20.594999,21.290001,20.260000,20.985001,11.242176,268586600
2006-03-01,20.950001,21.495001,20.785000,20.934999,11.215386,288100400
2006-04-01,21.049999,21.120001,20.430000,20.980000,11.404822,219255800
2006-05-01,21.045000,22.379999,20.900000,22.014999,11.967452,352760800
2006-06-01,21.990000,22.065001,21.135000,21.510000,11.692934,291337400
2006-07-01,21.600000,22.395000,21.184999,22.250000,12.270871,251795800
2006-08-01,22.250000,22.700001,21.740000,22.405001,12.356348,208447600
2006-09-01,22.490000,22.565001,21.969999,22.340000,12.320498,203829800
2006-10-01,22.450001,23.750000,21.860001,23.360001,13.063902,386309000
2006-11-01,23.370001,23.684999,23.080000,23.415001,13.094662,303143000
2006-12-01,23.325001,24.674999,23.115000,24.125000,13.673329,308352800
2007-01-01,24.180000,24.500000,23.745001,23.940001,13.568483,248080400
2007-02-01,23.995001,24.275000,22.780001,23.340000,13.228420,329694800
2007-03-01,23.209999,24.250000,22.885000,24.000000,13.602486,497973800
2007-04-01,24.100000,26.174999,24.025000,26.094999,15.002626,414148400
2007-05-01,26.094999,26.825001,25.575001,26.495001,15.232603,411348800
2007-06-01,26.504999,26.565001,25.514999,26.155001,15.037124,407538000
2007-07-01,26.325001,27.245001,25.895000,26.055000,15.181496,419410800
2007-08-01,26.180000,28.424999,26.090000,26.889999,15.668026,464685000
2007-09-01,26.834999,28.889999,26.600000,28.735001,16.743059,337784600
2007-10-01,28.805000,31.075001,28.459999,30.879999,18.215425,368842400
2007-11-01,30.815001,31.725000,29.825001,31.049999,18.315706,386323600
2007-12-01,31.049999,32.160000,30.610001,30.684999,18.297964,302636400
2008-01-01,30.725000,32.794998,28.245001,29.500000,17.591326,549924400
2008-02-01,29.645000,30.250000,28.655001,29.230000,17.430319,377515800
2008-03-01,29.174999,30.950001,28.375000,30.434999,18.148888,386203200
2008-04-01,30.504999,30.920000,29.184999,29.434999,17.779785,395178800
2008-05-01,29.305000,29.750000,27.915001,28.629999,17.293543,441352400
2008-06-01,28.525000,29.299999,25.719999,25.990000,15.698885,558294000
2008-07-01,25.959999,26.445000,24.719999,25.750000,15.760396,619642400
2008-08-01,25.969999,27.920000,25.870001,26.035000,15.934828,379406800
2008-09-01,26.110001,27.885000,24.934999,26.440001,16.182713,605888800
2008-10-01,26.309999,27.500000,20.145000,22.030001,13.676722,928837400
2008-11-01,22.254999,23.645000,20.250000,23.434999,14.548971,582390800
2008-12-01,23.094999,23.530001,21.469999,22.635000,14.293343,567212000
