Date,Open,High,Low,Close,Adj Close,Volume
2005-01-01,27.309999,27.350000,23.990000,24.160000,13.035284,630795200
2005-02-01,24.129999,27.200001,23.799999,26.290001,14.184512,710816200
2005-03-01,26.530001,27.340000,25.400000,26.270000,14.279902,481615300
2005-04-01,26.370001,28.230000,25.760000,27.170000,14.769124,641730500
2005-05-01,27.250000,28.940001,27.200001,27.900000,15.165947,424199400
2005-06-01,27.930000,29.209999,27.309999,27.580000,15.095690,528916800
2005-07-01,26.850000,27.820000,26.200001,26.500000,14.504559,531834700
2005-08-01,26.980000,26.980000,24.760000,25.480000,13.946273,480736300
2005-09-01,25.459999,26.650000,24.670000,24.969999,13.765078,501401600
2005-10-01,25.180000,25.570000,20.709999,21.740000,11.984496,825402600
2005-11-01,21.750000,22.610001,21.170000,21.200001,11.686820,667652100
2005-12-01,21.270000,25.200001,20.270000,23.320000,12.966117,930716900
2006-01-01,23.650000,26.340000,23.600000,25.680000,14.278298,711994100
2006-02-01,25.750000,26.840000,24.950001,26.190001,14.561855,581436500
2006-03-01,26.100000,26.600000,24.830000,24.920000,13.989065,530702200
2006-04-01,25.090000,25.440001,24.180000,25.330000,14.219222,443093300
2006-05-01,25.500000,25.719999,23.520000,23.660000,13.281754,565346100
2006-06-01,23.830000,24.410000,22.510000,23.469999,13.300222,617436100
2006-07-01,23.540001,26.660000,22.160000,25.990000,14.728280,591081000
2006-08-01,26.040001,27.879999,25.320000,27.559999,15.617990,626921500
2006-09-01,27.790001,28.580000,27.320000,28.360001,16.220146,481907400
2006-10-01,28.200001,28.600000,26.379999,26.650000,15.242127,749233500
2006-11-01,26.700001,27.879999,25.000000,27.490000,15.722566,827357100
2006-12-01,27.610001,27.860001,23.500000,25.900000,14.944605,1097185000
2007-01-01,26.150000,27.410000,25.780001,26.240000,15.140796,720652600
2007-02-01,26.389999,27.000000,24.940001,24.959999,14.402222,601678700
2007-03-01,24.850000,25.959999,24.549999,25.260000,14.734584,780806700
2007-04-01,25.230000,27.240000,25.230000,26.459999,15.434569,743933500
2007-05-01,26.360001,27.629999,26.280001,27.490000,16.035383,753994500
2007-06-01,27.530001,27.730000,25.309999,25.570000,15.075260,879022500
2007-07-01,25.700001,26.150000,23.500000,23.510000,13.860750,933954300
2007-08-01,23.510000,25.000000,23.129999,24.840000,14.644878,1024874400
2007-09-01,24.780001,25.170000,23.850000,24.430000,14.576756,700223000
2007-10-01,24.450001,25.709999,23.360001,24.610001,14.684165,826364200
2007-11-01,24.580000,24.600000,22.240000,23.760000,14.176991,912250300
2007-12-01,23.620001,24.500000,22.690001,22.730000,13.728786,720239600
2008-01-01,22.760000,24.240000,21.559999,23.360001,14.109299,1081325900
2008-02-01,23.400000,23.790001,22.030001,22.280001,13.456994,779697000
2008-03-01,22.420000,22.440001,20.190001,20.930000,12.820278,821094300
2008-04-01,21.049999,21.600000,19.790001,20.110001,12.318006,960214200
2008-05-01,20.170000,20.650000,19.160000,19.360001,11.858603,969121200
2008-06-01,19.430000,19.459999,17.120001,17.469999,10.871283,1259640100
2008-07-01,17.430000,19.250000,17.260000,18.670000,11.618023,1026035500
2008-08-01,18.809999,20.129999,18.530001,19.110001,11.891828,780970800
2008-09-01,19.299999,19.590000,17.160000,18.440001,11.664272,1158576300
2008-10-01,18.260000,19.389999,14.310000,17.709999,11.202510,1828731700
2008-11-01,17.850000,18.450001,14.260000,16.430000,10.392841,1022153500
2008-12-01,16.180000,17.969999,15.200000,17.709999,11.400671,988459900
