Date,Open,High,Low,Close,Adj Close,Volume
2005-01-01,27.434565,28.549311,26.684826,28.243496,23.239105,144730500
2005-02-01,28.361876,29.585135,27.138615,27.562811,22.679024,130209000
2005-03-01,27.592405,28.608500,27.099155,28.342146,23.320276,146518100
2005-04-01,28.401335,28.608500,25.362915,26.043600,21.429001,119468600
2005-05-01,26.211306,27.641729,25.668730,27.069559,22.273172,135337600
2005-06-01,27.138615,27.612135,24.780880,24.840071,20.438723,141307200
2005-07-01,24.879530,26.142250,24.021275,25.293859,20.812099,142031500
2005-08-01,25.293859,26.112656,24.583580,24.849936,20.446838,169209500
2005-09-01,24.751286,24.997910,22.590851,23.804245,19.586428,196731900
2005-10-01,23.804245,24.662500,22.580984,24.041004,19.781240,180918200
2005-11-01,23.952221,25.836435,23.952221,24.593445,20.235794,188756300
2005-12-01,24.711824,25.353050,23.626675,23.646404,19.456560,156319600
2006-01-01,23.754919,26.142250,23.449104,24.968315,20.765650,300628700
2006-02-01,24.810474,28.105385,24.563850,27.612135,22.964458,271809900
2006-03-01,27.622000,28.460526,26.694691,27.513485,22.882414,199001800
2006-04-01,27.493755,27.868626,26.388874,27.582541,22.939846,136266000
2006-05-01,27.631865,30.117846,27.256994,30.088249,25.023794,323006000
2006-06-01,30.088249,30.611095,27.572676,29.594999,24.613569,275015400
2006-07-01,29.782434,30.038925,27.769976,29.289185,24.359230,210973400
2006-08-01,29.249725,29.713381,28.302685,29.249725,24.326412,217465200
2006-09-01,29.417431,31.035290,28.904449,30.492716,25.360182,184666400
2006-10-01,30.374334,31.558134,29.989599,31.035290,25.811428,156079400
2006-11-01,31.124075,33.393024,30.966234,32.603825,27.115950,219949800
2006-12-01,32.603825,34.418983,32.317741,33.807354,28.116898,166302300
2007-01-01,33.748165,35.484406,33.491676,34.695206,29.120245,215005000
2007-02-01,34.616283,35.602783,32.209225,33.787624,28.358500,220199700
2007-03-01,33.274647,34.941830,32.830719,33.965195,28.507536,235213600
2007-04-01,33.935600,34.991154,33.777760,34.507771,28.962917,175109600
2007-05-01,34.616283,36.293335,34.616283,34.961559,29.343798,217666800
2007-06-01,34.931965,35.405483,33.000000,34.139999,28.654243,251947300
2007-07-01,34.380001,35.380001,32.990002,33.000000,27.697430,206024100
2007-08-01,32.880001,34.930000,31.250000,33.599998,28.201021,268699200
2007-09-01,33.509998,34.950001,33.000000,34.389999,28.864077,173298600
2007-10-01,34.380001,35.689999,33.570000,34.630001,29.065516,174596000
2007-11-01,34.509998,34.709999,30.680000,33.150002,27.823324,219617300
2007-12-01,33.060001,33.500000,31.709999,32.279999,27.093122,193431800
2008-01-01,32.320000,32.630001,26.299999,29.840000,25.315735,311584700
2008-02-01,30.750000,33.230000,30.049999,32.410000,27.496084,273015700
2008-03-01,32.610001,32.709999,30.049999,31.379999,26.622246,228129500
2008-04-01,31.520000,33.029999,29.570000,32.430000,27.513054,253682300
2008-05-01,32.450001,35.020000,32.419998,33.599998,28.505657,265545100
2008-06-01,33.500000,34.709999,31.139999,31.200001,26.469542,304091100
2008-07-01,30.910000,31.770000,28.549999,30.350000,25.748415,346983800
2008-08-01,30.500000,33.419998,29.830000,32.349998,27.445175,238231600
2008-09-01,32.740002,34.849998,29.250000,30.690001,26.036863,335173700
