F,CAT,DIS,MCD,KO,PEP,WMT,C,WFC,JPM,AAPL,IBM,PFE,JNJ,XOM,MRO,ED,T,VZ,NEM
2.279,0.625,1.948,1.136,4.658,1.593,3.958,0.583,3.331,3.445,6.315,1.384,6.736,2.831,5.178,0.711,0.274,5.893,2.845,0.455
